time,leftEncoderCount,rightEncoderCount
rst:0x1,"(POWERON_RESET),boot:0x13",(SPI_FAST_FLASH_BOOT)
configsip:,"0,",SPIWP:0xee
"mode:DIO,",clock,div:1
7146,",",51869
7156,",",51967
7166,",",52045
7176,",",52134
7186,",",52216
7196,",",52311
7206,",",52410
7216,",",52523
7226,",",52639
7236,",",52763
7246,",",52896
7256,",",53034
7266,",",53185
7276,",",53248
7286,",",53248
7296,",",53296
7306,",",53360
7316,",",53419
7326,",",53469
7336,",",53507
7346,",",53547
7356,",",53572
7366,",",53599
7376,",",53620
7386,",",53645
7396,",",53657
7406,",",53670
7416,",",53680
7426,",",53690
7436,",",53696
7446,",",53696
7456,",",53698
7466,",",53702
7476,",",53699
7486,",",53699
7496,",",53697
7506,",",53698
7516,",",53699
7526,",",53699
7536,",",53698
7546,",",53696
7556,",",53698
7566,",",53699
7576,",",53697
7586,",",53701
7596,",",53696
7606,",",53697
7616,",",53700
7626,",",53697
7636,",",53702
7646,",",53700
7656,",",53700
7666,",",53698
7676,",",53697
7686,",",53699
7696,",",53700
7706,",",53698
7716,",",53698
7726,",",53700
7736,",",53696
7746,",",53701
7756,",",53699
7766,",",53699
7776,",",53702
7786,",",53697
7796,",",53697
7806,",",53700
7816,",",53702
